1;'ipc_issueEntry_q_stock_asmq_25_50';'WA1ouIgQyCr'
2;'ipc_issueEntry_q_stock_asmq_100_200';'Y0rvgxJm28P'
3;'ipc_issueEntry_q_stock_primaquine';'PNkxsc5QwSP'
