1;11;17;1
2;11;18;1
3;11;19;1
4;24;17;2
5;24;18;2
6;24;19;2
7;37;17;3
8;37;18;3
9;37;19;3
10;50;17;4
11;50;18;4
12;50;19;4
13;66;17;5
14;66;18;5
15;66;19;5
16;85;17;6
17;85;18;6
18;85;19;6
21;81;67;10
22;81;66;10
23;82;38;11
24;10;64;12
25;10;45;12
26;10;46;12
27;10;47;12
28;10;48;12
29;10;49;12
30;10;50;12
31;10;51;12
32;10;52;12
33;10;53;12
34;10;54;12
35;10;55;12
36;10;56;12
37;10;57;12
38;10;58;12
39;10;59;12
40;10;60;12
41;10;61;12
42;10;62;12
43;10;63;12
44;36;64;13
45;36;45;13
46;36;46;13
47;36;47;13
48;36;48;13
49;36;49;13
50;36;50;13
52;36;51;13
53;36;52;13
54;36;53;13
55;36;54;13
56;36;55;13
57;36;56;13
58;36;57;13
59;36;58;13
60;36;69;13
61;36;60;13
62;36;61;13
63;36;62;13
64;36;63;13
65;36;64;13
66;11;17;14
67;11;18;14
68;11;19;14
69;85;17;15
70;85;18;15
71;85;19;15
72;66;17;16
73;66;18;16
74;66;19;16
75;97;17;17
76;97;18;17
77;97;19;17
78;97;17;18
79;97;18;18
80;97;19;18
81;58;85;19
81;58;86;20
82;58;87;21
83;58;88;22
84;58;89;23
85;69;164;24
86;69;164;25
87;69;164;26
88;117;85;27
89;117;86;28
90;117;87;29
91;117;88;30
92;117;89;31
93;125;17;32
94;125;18;32
95;125;19;32
96;125;17;33
97;125;18;33
98;125;19;33
99;128;164;34
100;128;164;35
101;128;164;36
102;140;67;37
103;140;66;37
104;141;38;38
105;144;17;39
106;144;18;39
107;144;19;39
108;144;17;40
109;144;18;40
109;144;19;40
110;156;17;41
111;156;18;41
112;156;19;41
113;156;17;42
114;156;18;42
115;156;19;42
116;37;17;43
117;37;18;43
118;37;19;43
119;109;164;44
120;168;164;45
121;180;17;46
122;180;18;46
123;180;19;46
124;180;17;47
125;180;18;47
126;180;19;47



