1;1;5;1
2;2;6;1
3;3;7;1
4;4;8;1
5;1;10;1
6;2;11;1
6;5;11;1
7;3;12;1
8;6;12;1
9;4;13;1
10;6;13;1
11;5;15;1
12;6;16;1
13;5;16;1
14;6;17;1
15;5;17;1
16;6;18;1
17;5;18;1
18;6;20;1
19;2;21;1
20;6;21;1
21;3;22;1
22;5;22;1
23;4;23;1
24;6;23;1
